1000 1
40 687 1912
40 758 6712
40 949 3112
40 952 6263
41 24 3090
41 57 9696
41 58 9167
41 337 685
41 341 5020
41 502 8879
41 612 5518
41 847 263
41 970 2749
42 328 5005
42 470 3691
42 586 9748
42 724 6654
42 781 1963
42 904 917
43 53 4252
43 279 161
43 387 2621
43 417 4005
43 431 594
43 569 3227
43 590 4039
43 817 2189
43 979 6494
44 175 5860
44 206 9286
44 240 5375
44 341 3104
44 457 3734
44 476 2935
44 482 1957
44 728 1492
44 918 5961
44 920 9199
45 122 9276
45 291 3521
45 300 2490
45 350 921
45 416 7219
45 526 8857
45 682 3931
45 689 376
45 792 4103
45 828 3713
45 869 5344
45 886 5411
45 889 7497
45 955 385
45 986 8203
46 117 1977
46 123 1579
46 339 4624
46 448 3061
46 450 6081
46 474 8936
46 653 322
46 665 4290
46 762 7933
46 784 5296
46 915 8623
46 999 593
47 126 997
47 127 3018
47 128 7293
47 204 8411
47 404 4377
47 451 9146
47 460 1051
47 598 3852
47 630 8923
47 757 8977
47 827 5469
48 41 9339
48 54 4716
48 55 8098
48 115 8620
48 170 6749
48 317 1925
48 328 6771
48 691 1132
48 801 3645
48 811 9896
48 878 5532
49 92 9251
49 345 249
49 402 4068
49 441 1872
49 752 1578
49 810 8696
49 923 5300
50 104 2588
50 258 5819
50 283 3131
50 421 7435
50 462 5800
50 467 5823
50 602 5508
50 673 6663
50 737 2575
50 857 2618
50 916 1932
50 954 5389
51 20 3769
51 115 1389
51 368 6542
51 483 4397
51 595 1868
51 653 6986
51 691 9936
51 810 8175
51 845 2398
51 872 9741
51 902 9340
51 934 8511
51 956 3265
51 983 2109
52 124 5512
52 198 4505
52 201 4767
52 240 8225
52 430 2152
52 502 544
52 510 4844
52 607 1412
52 643 1761
52 858 2788
52 876 6665
52 941 1768
52 995 6957
53 89 934
53 104 1727
53 179 2986
53 246 7301
53 393 8777
53 400 6851
53 436 9996
53 449 8072
53 529 3075
53 578 4878
53 601 6201
53 772 5202
53 792 7928
53 868 5799
54 220 1499
54 441 8209
54 719 7058
54 893 9548
54 899 1596
54 949 4840
55 28 6533
55 51 328
55 146 8634
55 550 4852
55 555 822
55 591 9957
55 639 9410
55 883 6277
55 973 6015
56 6 1017
56 65 3404
56 102 8591
56 139 7122
56 151 8143
56 170 4162
56 223 6938
56 343 812
56 353 3975
56 385 7192
56 479 4313
56 590 2280
56 632 7651
56 743 9182
56 979 3756
57 154 851
57 230 2610
57 232 2623
57 234 6568
57 240 4010
57 457 2144
57 488 78
57 508 606
57 581 2367
57 606 6010
57 662 6871
57 676 192
57 684 9731
57 724 5062
57 781 6646
57 913 6739
57 969 146
58 324 3930
58 328 9775
58 506 254
58 510 7469
58 537 8240
58 664 9954
58 975 6839
58 993 8221
59 26 5586
59 182 2399
59 195 4231
59 209 3889
59 295 8958
59 362 4567
59 414 2560
59 568 4381
59 921 3153
60 64 5401
60 141 6453
60 186 2369
60 209 2875
60 292 230
60 349 8937
60 440 9491
60 483 8512
60 500 2796
60 513 9716
60 704 7859
60 968 2259
61 79 3477
61 355 2327
61 527 1576
61 666 5207
61 702 7325
61 924 3952
61 999 693
62 144 986
62 169 9894
62 192 5627
62 221 4535
62 358 7476
62 802 6527
62 902 4895
62 906 1834
63 239 6972
63 308 7915
63 730 1640
63 755 5661
63 844 203
63 899 8096
63 939 4301
63 958 8372
64 118 9133
64 177 6669
64 276 3928
64 295 1311
64 400 6320
64 493 4902
64 579 6952
64 631 2109
64 688 3959
64 694 1524
64 717 7809
64 725 9856
64 999 32
65 11 3911
65 85 3376
65 202 1519
65 368 5010
65 457 9351
65 829 2832
65 856 776
65 894 8306
66 95 7284
66 142 1795
66 262 6539
66 401 895
66 465 1462
66 518 6047
66 591 7267
66 625 9435
66 800 9104
66 907 2683
66 928 9684
67 243 719
67 482 4699
67 545 8544
67 559 1404
67 635 2156
67 673 6321
67 820 696
67 879 7878
67 891 3288
68 102 5239
68 195 5574
68 310 6337
68 526 5839
68 573 2781
68 691 3738
68 788 5273
68 851 334
68 862 1775
68 878 883
68 922 7909
69 80 7859
69 287 606
69 391 1199
69 564 379
69 619 7222
69 941 5337
69 989 5760
70 91 7489
70 97 1013
70 341 4684
70 356 5479
70 703 9528
70 751 9117
70 837 2736
71 1 7045
71 47 5803
71 137 885
71 146 5641
71 206 7933
71 253 413
71 286 4401
71 415 8711
71 651 7804
71 658 1645
71 716 1845
71 828 8902
71 924 7472
72 2 561
72 33 8971
72 94 7870
72 109 605
72 132 4646
72 286 5635
72 310 5854
72 355 545
72 411 8812
72 437 1265
72 490 2692
72 773 1514
73 87 5770
73 484 8520
73 503 319
73 516 7991
73 565 1485
73 606 1855
73 616 659
73 620 3954
73 734 5937
73 800 5494
73 825 35
73 920 7286
74 267 1156
74 343 9703
74 371 5015
74 397 849
74 475 3409
74 566 7791
74 618 701
74 669 4192
74 713 5636
74 766 5273
74 980 5638
75 145 9553
75 178 9369
75 564 1351
75 783 6994
75 892 8108
76 34 9508
76 102 6786
76 112 1804
76 129 5209
76 255 2578
76 446 2142
76 537 2720
76 548 7111
76 549 9128
76 616 1914
76 758 2473
76 764 5000
76 816 5939
76 854 5965
76 867 6676
76 894 8984
77 38 2227
77 72 4428
77 241 826
77 307 4500
77 332 4382
77 509 3357
77 583 8811
77 777 9608
77 916 7794
78 16 1763
78 88 131
78 348 2
78 398 5957
78 449 3440
78 503 5484
78 912 443
78 968 3052
79 24 218
79 91 4196
79 161 5064
79 188 6117
79 191 8328
79 247 8151
79 493 2579
79 526 4214
79 738 6142
79 816 8232
79 956 5402
80 384 4908
80 406 8268
80 517 8677
80 682 6587
80 809 564
80 833 558
80 960 2752
80 982 7426
81 186 8927
81 254 2815
81 323 6873
81 358 7005
81 419 5442
81 457 262
81 568 9743
81 569 9157
81 694 6879
81 759 9059
81 806 8136
81 855 5398
81 862 3983
81 890 9143
82 15 9847
82 39 4442
82 427 4393
82 530 3475
82 546 4829
82 628 5919
82 758 4623
82 995 8808
83 36 9508
83 224 5048
83 322 6822
83 422 2099
83 583 3113
83 610 3327
83 663 5503
83 691 5969
83 710 7754
83 981 2156
83 996 7695
84 246 4705
84 443 3871
84 502 6666
84 557 5850
84 614 4722
84 636 2992
84 948 5960
84 991 2149
85 124 2049
85 132 8221
85 412 4296
85 751 1230
86 234 1468
86 639 9083
86 742 1193
86 747 1400
86 826 2651
86 873 984
86 933 5333
87 81 9668
87 96 1324
87 383 2053
87 410 1225
87 418 487
87 424 387
87 462 214
87 517 535
87 557 763
87 643 5114
87 658 5855
87 762 8925
87 785 7565
87 812 9984
87 830 481
87 851 2591
88 13 5692
88 134 1807
88 208 2856
88 335 9178
88 421 7986
88 500 5942
88 505 1536
88 611 6989
88 789 895
89 49 5238
89 81 8357
89 420 6035
89 575 4740
89 685 6592
89 803 9594
89 837 1222
89 869 2829
90 96 7059
90 144 242
90 250 9306
90 446 235
90 708 1514
90 790 9612
90 901 1877
91 1 7317
91 378 3297
91 435 4884
91 490 9509
91 526 6406
91 631 5481
91 636 7627
91 656 7482
91 710 7133
91 745 5736
91 808 549
91 814 7659
91 934 7168
91 938 53
91 984 4593
92 98 3548
92 172 50
92 378 2408
92 594 9321
92 657 892
92 715 5201
92 719 4839
92 824 9031
92 892 727
92 921 6332
92 969 9574
92 971 6542
93 35 2668
93 85 9740
93 299 9638
93 432 4923
93 654 8280
93 696 2053
93 811 5886
94 8 5224
94 108 3478
94 172 3192
94 334 7988
94 377 3678
94 486 4475
94 533 3084
94 557 9269
94 791 9632
94 904 9710
95 153 1955
95 385 4798
95 582 2523
95 646 6402
96 36 655
96 75 3666
96 118 1603
96 119 1544
96 181 2651
96 228 3901
96 301 7197
96 432 8948
96 550 9889
96 627 7348
96 736 2099
96 826 6960
96 837 1606
96 920 533
96 980 89
97 6 8701
97 134 1903
97 414 8359
97 535 9934
97 558 4551
97 625 189
97 869 8572
97 995 9924
98 84 1789
98 210 6335
98 309 7730
98 323 3671
98 336 5440
98 354 3142
98 400 1808
98 445 1175
98 491 6761
98 503 1348
98 524 7813
98 610 1807
98 736 1798
98 807 8542
98 839 4227
99 132 8334
99 333 1768
99 355 6696
99 397 5281
99 510 7630
99 523 4558
99 531 6656
99 621 3606
99 675 7876
99 695 6801
99 719 1571
99 749 5153
99 850 552
100 150 2782
100 167 6469
100 219 2248
100 317 3839
100 388 2774
100 553 4305
100 622 9980
100 665 3884
100 702 7100
100 823 3449
100 830 3372
100 884 6120
100 970 5447
101 21 4023
101 110 218
101 120 8387
101 425 1586
101 602 3003
101 731 4410
101 802 1136
101 816 7671
101 951 2474
101 969 7387
102 143 5451
102 202 2007
102 355 7026
102 517 9177
102 569 2336
102 579 3376
102 641 9833
102 655 2242
102 704 1429
102 777 9794
102 927 2135
103 119 414
103 155 7099
103 199 7661
103 338 6714
103 489 1343
103 648 9264
103 873 1632
103 898 249
104 5 5362
104 28 7011
104 193 48
104 262 272
104 361 1370
104 554 9441
104 577 7734
104 600 1685
104 776 8684
104 905 7866
104 907 3894
105 104 6652
105 252 3975
105 327 2958
105 351 9376
105 465 4117
106 224 7131
106 255 1715
106 268 7658
106 486 1980
106 645 5526
106 810 4806
106 933 2016
106 985 1092
107 41 9725
107 138 2461
107 184 6063
107 307 9761
107 349 7062
107 591 4668
107 732 6849
107 809 8000
108 41 9274
108 72 2881
108 129 5662
108 274 661
108 389 4270
108 443 5125
108 450 3367
108 592 3580
108 718 8709
108 799 3756
108 927 9235
108 957 3132
109 212 3550
109 286 1665
109 359 918
109 421 1035
109 614 103
109 654 4791
109 790 1943
109 932 298
109 983 5666
110 153 1147
110 452 9434
110 635 8440
110 637 2261
111 89 1958
111 96 1951
111 117 8919
111 123 1143
111 185 1061
111 237 3265
111 256 4027
111 285 857
111 365 5680
111 576 4341
111 652 5303
111 673 7548
111 797 8742
111 939 4350
112 249 8768
112 270 8418
112 281 4796
112 557 2665
112 701 3343
112 879 2138
112 931 391
112 959 169
112 972 1213
113 195 9026
113 262 531
113 417 1102
113 434 6742
113 444 6562
113 521 7597
113 529 9958
113 840 2633
113 901 4822
114 220 1334
114 370 6124
114 567 5256
114 791 9043
114 811 6459
114 876 4473
114 953 9155
115 265 2818
115 368 1037
115 385 7464
115 482 2057
115 597 9382
115 687 3837
115 801 9841
115 809 822
115 879 7277
115 884 8515
115 951 8091
116 15 1410
116 35 9627
116 69 8052
116 108 8226
116 114 1657
116 240 1001
116 337 4200
116 407 8291
116 456 2451
116 469 5559
116 717 2623
116 882 6357
116 899 1567
116 942 7231
117 81 4250
117 422 818
117 430 2290
117 542 5097
117 998 3972
118 75 143
118 198 4787
118 254 1487
118 336 4671
118 337 1146
118 338 2987
118 427 2002
118 462 5729
118 854 5459
118 954 1171
119 61 6037
119 108 1155
119 141 2815
119 201 7082
119 268 6174
119 373 4009
119 441 4329
119 561 9563
119 594 5354
119 696 5946
119 789 678
119 889 8784
120 100 2299
120 262 4278
120 319 2388
120 444 9972
120 592 5209
120 757 2381
120 828 5331
120 887 823
120 888 7287
121 58 2625
121 87 5421
121 135 9143
121 147 9369
121 184 9599
121 223 6388
121 232 3531
121 276 8410
121 298 5777
121 355 7828
121 403 6485
121 652 8971
121 655 7692
121 663 5920
121 666 7278
121 704 5225
121 738 1357
121 753 5212
121 779 9221
121 945 4397
121 953 3067
122 25 8620
122 242 4700
122 464 2729
122 628 5286
122 691 656
122 843 5001
122 970 2859
123 1 6481
123 131 3795
123 153 4041
123 197 3432
123 330 6950
123 539 7585
123 556 1279
123 579 8180
123 619 3285
123 650 4103
123 900 5688
124 113 6827
124 159 7835
124 241 6108
124 297 9256
124 314 2732
124 401 1151
124 422 8373
124 593 364
124 919 4376
124 993 2945
125 130 6440
125 356 1545
125 380 5922
125 589 3569
125 620 8120
125 649 3346
125 730 7641
125 814 9476
125 895 8608
125 918 8745
126 200 6077
126 439 7346
126 572 827
126 623 484
126 644 7328
126 664 7580
126 683 6967
126 811 3445
126 911 9535
127 40 5756
127 384 6036
127 441 4844
127 466 2497
127 532 120
127 592 5872
127 660 657
127 689 6085
127 799 3878
127 836 2400
128 120 4865
128 144 5073
128 208 9370
128 380 8602
128 407 3929
128 578 9113
128 586 7491
128 783 3398
128 832 3774
128 943 6060
129 151 7193
129 250 5403
129 350 4997
129 374 3540
129 444 2839
129 705 8869
130 58 7048
130 69 9622
130 126 4630
130 246 4885
130 374 4358
130 380 9420
130 527 9327
130 620 9675
130 625 6919
130 655 9202
130 765 4297
130 934 7030
130 961 2559
130 974 6474
131 33 8669
131 48 1876
131 122 8516
131 155 9908
131 160 2501
131 216 2497
131 289 9408
131 300 7432
131 535 2592
131 541 3931
131 585 3616
131 731 2573
131 809 6259
131 898 5456
132 81 1277
132 134 2286
132 395 336
132 483 4557
132 512 6193
132 641 4946
132 989 4604
133 39 1910
133 363 5893
133 388 5368
133 493 9398
133 518 2968
133 854 4344
133 954 7558
134 170 7785
134 483 4556
134 616 4378
134 728 561
134 844 8554
134 938 7008
135 167 489
135 260 9128
135 306 649
135 345 4041
135 375 7799
135 427 7253
135 443 5321
135 700 5753
135 722 3821
135 738 9655
135 814 1845
135 872 5612
136 177 6056
136 364 8135
136 411 7530
136 422 7289
136 454 5528
136 676 7570
136 735 7408
136 770 5677
136 820 7143
137 16 6757
137 33 1978
137 77 9949
137 114 2523
137 294 9796
137 421 6769
137 522 446
137 573 3877
137 641 422
137 793 4007
137 823 9459
137 870 217
138 583 9401
138 633 9767
138 720 1558
138 779 2250
138 853 3784
138 863 4843
138 996 1591
139 393 922
139 676 7981
139 701 9135
139 734 9645
139 992 7364
140 58 2882
140 160 2981
140 323 2483
140 354 3163
140 488 5058
140 499 4669
140 536 2
140 571 3871
140 763 7890
140 791 3888
140 900 350
140 929 5202
140 991 1357
141 78 7195
141 145 1568
141 286 1099
141 356 4168
141 588 6783
141 609 898
141 623 4072
141 655 389
141 668 5874
141 703 6298
141 780 5905
141 835 2601
141 967 5692
142 278 8539
142 310 2500
142 386 5888
142 409 3028
142 795 4093
142 837 6644
142 861 6857
142 892 1234
143 78 4254
143 332 9973
143 475 8479
143 611 7203
143 631 1819
143 725 3386
144 187 5114
144 375 3425
144 426 1452
144 499 8187
144 638 5707
144 701 1078
144 704 7831
144 730 6677
144 773 9738
144 942 2797
144 990 5676
145 5 2560
145 29 7367
145 32 9150
145 89 4284
145 256 5243
145 396 1782
145 449 3703
145 704 8219
145 752 2175
145 760 6523
145 904 1714
145 925 954
146 3 3048
146 234 234
146 319 2283
146 333 6478
146 451 59
146 459 4346
146 637 2885
146 699 5015
146 706 7015
146 752 4233
146 937 3171
146 970 6351
147 205 3774
147 233 6223
147 367 7404
147 525 6729
147 533 1854
147 615 7091
147 659 4631
147 730 6951
147 760 7598
147 777 2067
147 931 3916
148 91 8251
148 116 4488
148 178 5141
148 258 7959
148 345 1430
148 395 3054
148 662 3194
148 683 7629
148 699 6683
148 748 1153
148 811 4104
148 845 1597
148 891 2291
149 17 9318
149 65 8265
149 195 491
149 232 7393
149 295 9459
149 535 7876
149 893 1811
150 187 7019
150 254 9904
150 259 867
150 312 9792
150 380 3533
150 445 3073
150 478 4690
150 637 6242
150 726 366
150 736 3739
150 755 7490
150 816 8195
150 869 4573
150 896 9449
150 984 1343
150 988 1954
151 189 376
151 208 4516
151 455 6968
151 558 913
151 916 7078
152 31 9639
152 269 9113
152 352 8844
152 360 8337
152 370 192
152 516 3884
152 559 6099
152 594 5185
152 619 9244
152 821 3518
152 833 6777
152 932 8676
152 944 5982
153 43 1318
153 204 3447
153 358 6017
153 776 2980
153 799 2725
153 918 4647
154 72 3218
154 240 3780
154 309 1905
154 366 2300
154 397 2628
154 419 6852
154 495 7747
154 746 3258
154 825 7390
154 912 9647
154 935 8707
155 276 6110
155 431 2446
155 596 4289
155 680 1523
155 770 5197
155 875 8839
155 966 6359
155 986 3205
156 134 5631
156 626 9232
156 714 9844
157 18 9853
157 89 8836
157 163 675
157 270 498
157 613 772
157 978 8865
158 83 4327
158 234 2526
158 273 5472
158 302 9375
158 307 2785
158 338 8867
158 359 4792
158 405 435
158 448 4221
158 539 5337
158 580 939
158 607 3658
158 786 5836
159 100 7114
159 254 2983
159 531 9883
159 599 5276
159 658 7870
159 918 2242
159 929 6486
160 49 3512
160 77 9679
160 239 4670
160 401 4550
160 430 5438
160 571 9351
160 735 6467
160 763 96
160 797 3852
160 929 6546
160 972 5776
161 338 261
161 379 9457
161 479 9004
161 597 9159
161 599 8870
161 805 8408
161 875 553
161 897 3483
162 247 8849
162 303 2835
162 519 5107
162 546 6515
162 595 339
162 691 929
162 820 119
162 827 4045
162 879 7510
162 899 3081
163 4 3569
163 102 2519
163 140 2685
163 217 2012
163 323 9507
163 333 7265
163 688 5822
163 810 387
163 980 5256
164 344 6881
164 384 1118
164 405 2843
164 407 5348
164 484 886
164 554 2289
164 764 6206
164 847 7560
164 860 563
164 948 1382
165 206 7592
165 270 6374
165 393 825
165 531 1922
165 601 3486
165 635 3213
165 671 7008
165 751 2383
165 806 9573
166 207 5200
166 334 2405
166 365 7132
166 432 1766
166 579 2683
166 665 5901
166 928 8410
166 975 9037
167 168 5458
167 257 4501
167 275 1086
167 283 8854
167 288 8117
167 296 7529
167 316 6165
167 326 7768
167 551 4859
167 597 262
167 631 6709
167 785 7395
167 875 4391
167 915 8327
168 91 6102
168 113 7593
168 182 3044
168 341 6011
168 484 1868
168 518 5856
168 625 6285
168 661 6396
168 708 7170
168 959 8460
169 220 4097
169 233 7038
169 309 352
169 394 6604
169 473 8953
169 485 4573
169 585 4134
169 759 3501
169 936 2315
170 310 7678
170 326 7629
170 423 1524
170 426 30
170 506 3232
170 531 9506
170 580 3669
170 720 8384
170 847 602
170 888 1619
170 932 919
171 92 5153
171 181 5129
171 204 3924
171 264 7291
171 431 7935
171 437 8281
171 440 5604
171 570 7403
171 605 3466
171 625 2705
171 635 5403
171 821 7540
171 829 1746
171 855 2202
172 251 8090
172 254 6341
172 390 3616
172 396 5589
172 420 3883
172 427 2383
172 701 1153
172 736 297
173 15 8497
173 26 6771
173 32 2298
173 76 2305
173 83 1145
173 179 2378
173 336 6486
173 392 6135
173 590 6143
173 724 7980
173 926 8268
173 992 9120
174 234 2427
174 324 3311
174 456 8139
174 537 1850
174 567 1133
174 703 8059
174 817 28
174 891 9260
175 4 5057
175 275 7368
175 350 2665
175 504 1124
175 536 4105
175 627 9950
175 734 3102
175 816 5546
175 827 1418
175 922 6709
176 31 5750
176 178 5218
176 181 3837
176 428 627
176 434 8852
176 526 1633
176 564 7860
176 588 3021
176 589 1026
176 619 7000
176 638 1263
176 689 7847
176 732 4149
176 733 6383
176 905 7240
176 936 3399
176 959 4204
177 0 5322
177 44 6049
177 141 5634
177 245 8985
177 862 7276
177 874 4413
177 951 3035
178 90 1786
178 120 7885
178 162 574
178 189 1362
178 194 2174
178 203 3463
178 218 7102
178 235 3543
178 309 695
178 510 4933
178 511 4706
178 573 2569
178 885 1067
179 89 2021
179 189 8725
179 193 4328
179 229 5995
179 368 3432
179 407 4411
179 430 9691
179 713 5391
179 823 4540
179 840 5575
179 851 603
179 997 4375
180 218 4721
180 247 1009
180 273 3181
180 351 3939
180 385 7269
180 446 3671
180 466 9047
180 633 7438
180 765 8730
180 929 6767
180 980 8403
180 996 5505
181 51 5911
181 122 9789
181 212 6739
181 274 6322
181 372 9354
181 451 3224
181 552 745
181 623 99
181 729 2004
181 782 5762
181 800 1016
181 888 5845
182 114 4178
182 126 215
182 214 5679
182 239 210
182 264 9630
182 289 9891
182 292 2933
182 351 369
182 497 8345
182 576 636
182 621 3907
182 667 8642
182 757 7361
182 817 5590
182 920 830
183 19 7407
183 188 6419
183 607 414
183 694 6241
183 730 7157
183 903 8487
183 974 8169
184 33 6486
184 55 2353
184 104 2554
184 159 711
184 529 2068
184 718 5521
184 848 7927
184 882 7098
185 71 9320
185 245 6486
185 304 8893
185 451 9211
185 485 3553
185 573 5159
185 586 1302
185 627 6427
185 706 8129
185 861 6851
185 979 156
186 247 4955
186 272 5837
186 489 1134
186 564 6565
186 767 2012
187 582 7311
187 593 4088
187 661 9242
187 734 1321
187 808 6370
187 929 8115
188 225 8556
188 273 2615
188 311 8468
188 396 726
188 452 143
188 538 8466
188 607 4008
188 711 7833
188 760 3640
188 804 8192
188 976 7655
189 27 2690
189 152 213
189 521 1630
189 565 1228
189 619 2218
189 875 6576
190 0 1408
190 173 8592
190 226 5241
190 316 6011
190 520 5073
190 553 9916
190 606 3200
190 756 5134
190 888 7055
190 929 7181
191 90 9929
191 135 1550
191 142 8456
191 176 2305
191 561 6457
191 566 9339
191 641 490
191 726 8943
191 874 5829
192 122 8355
192 214 4493
192 221 7516
192 240 3317
192 632 6172
192 680 8811
192 701 7946
192 725 73
193 61 3081
193 124 8206
193 136 5347
193 273 5517
193 321 7339
193 337 722
193 434 8872
193 469 6425
193 659 9238
193 791 5543
193 796 3687
194 13 1220
194 100 8366
194 149 9995
194 152 2460
194 354 4123
194 387 777
194 431 1422
194 433 1348
194 467 2905
194 636 7688
195 104 9389
195 114 1302
195 158 8007
195 505 5776
195 649 3232
195 679 2053
195 711 6822
195 781 8230
195 893 2457
195 901 7337
195 980 7554
196 346 1212
196 414 7188
196 435 9856
196 579 6706
196 644 7793
196 645 7751
196 658 9315
196 970 3046
197 418 6077
197 510 2974
197 618 4509
197 961 5584
198 22 2890
198 383 9263
198 780 3902
198 855 35
198 887 8874
198 893 1424
198 937 2477
199 39 2069
199 407 8307
199 431 6804
199 706 9001
199 819 4626
200 54 7878
200 234 1302
200 258 3556
200 392 5793
200 459 4723
200 504 9321
200 622 2588
200 754 3267
200 876 4145
200 929 6204
200 943 8556
201 6 1905
201 91 4628
201 129 521
201 188 388
201 416 2957
201 464 3004
201 597 2853
201 678 9136
201 733 7889
201 756 5740
201 823 5053
201 860 8951
201 868 9297
201 870 9161
202 72 5954
202 167 4640
202 280 9133
202 452 4824
202 513 9910
202 638 400
202 648 9056
202 741 5092
202 849 288
202 859 6300
202 881 8349
203 67 8801
203 621 5383
203 733 7010
203 751 9213
203 832 4938
203 957 7689
204 85 4675
204 194 4835
204 263 1781
204 365 952
204 613 170
204 800 6179
204 938 4499
205 2 348
205 238 1283
205 330 8671
205 370 6104
205 387 8662
205 858 4525
205 963 1083
206 32 3873
206 312 115
206 320 9584
206 414 4241
206 539 8467
206 548 4516
206 609 9076
206 716 6941
206 718 529
206 861 6526
206 888 6951
206 890 560
206 930 3152
206 941 2971
207 18 790
207 62 171
207 191 3256
207 244 1206
207 362 2549
207 394 1626
207 431 803
207 507 1442
207 577 1982
207 636 9650
207 711 1160
207 909 9810
208 12 3943
208 214 4750
208 314 887
208 391 7805
