1000 1
274 227 4322
275 484 91
276 737 9922
277 597 9214
278 221 1566
279 707 4590
280 126 5354
281 342 632
282 636 6045
283 116 5655
283 972 5367
286 130 2495
286 740 3670
287 573 4255
288 379 4101
290 666 5664
292 19 839
292 920 3622
293 140 4985
293 927 8885
294 167 4892
295 492 5292
295 851 9060
296 332 9794
296 389 7064
297 681 6494
298 111 6487
298 366 356
300 53 3574
300 333 1972
300 798 3929
301 454 4591
301 636 6310
303 161 8722
303 863 7601
305 651 1672
306 466 8551
307 166 1765
307 218 5898
307 288 7324
307 703 7763
307 788 337
308 431 2307
308 614 9069
309 235 1972
309 249 7550
310 215 1835
310 408 3812
310 635 8800
311 174 802
311 964 7473
312 996 6190
313 632 1728
314 416 6313
321 168 4217
322 189 1675
325 189 1491
325 970 5274
326 107 2341
330 493 4148
331 428 7059
331 438 813
331 804 4097
331 815 761
332 410 4623
334 131 558
334 767 3858
336 268 7793
336 510 1185
336 704 6238
336 971 130
338 506 6714
339 225 4139
341 288 8087
343 933 8638
344 679 8034
345 215 7485
345 708 4023
346 124 2859
347 12 175
347 812 4153
349 427 5557
349 643 1783
350 165 8608
350 562 5533
352 793 6576
355 310 6661
355 792 9055
355 920 4642
357 286 4134
362 967 2454
365 436 2017
365 461 4631
366 895 227
367 386 6849
369 72 3205
370 138 5932
371 642 9768
371 917 6999
372 65 6404
372 846 9672
372 947 928
373 247 5872
374 125 9391
374 840 9232
375 198 9257
376 16 9869
376 267 2317
376 621 6239
377 790 1392
378 702 6460
380 786 639
381 345 632
382 10 5204
382 304 7106
382 420 12
383 217 1532
384 372 6582
384 425 3737
384 710 6630
386 538 8914
388 250 1447
389 508 7847
391 348 1752
391 452 1879
391 483 4039
392 414 7866
393 370 993
393 494 4085
394 444 8
394 597 6256
395 320 2162
395 767 4453
397 176 4656
399 102 5468
399 572 4920
399 965 1546
402 779 6640
402 854 5503
404 119 696
404 380 2180
404 478 2953
406 859 1796
410 405 7167
411 973 9408
413 661 340
415 203 6384
417 745 4980
418 803 1382
419 40 6205
419 810 3130
421 442 7032
422 798 4965
423 816 5430
427 457 5061
428 358 9464
429 72 773
431 207 3669
431 976 6740
435 11 415
436 728 9340
437 230 6831
437 638 6476
439 867 1994
440 570 2096
440 851 7938
441 125 7084
441 510 5426
441 536 5930
444 487 7468
444 563 4198
446 447 9776
447 168 4530
448 358 2493
449 323 9260
450 36 4849
451 876 5013
452 704 6477
452 927 6393
454 997 3763
455 111 6748
455 947 5305
457 3 4085
457 396 3792
459 265 7513
459 364 4744
459 725 3697
459 988 4127
463 179 423
463 893 3007
463 961 3593
466 671 5588
467 138 7100
467 507 5565
467 641 915
467 844 723
468 913 1573
469 10 1753
469 521 4849
470 325 5196
470 546 6311
471 132 5359
472 564 5789
472 915 8011
473 18 4056
473 240 2388
473 763 5070
474 213 5386
474 754 7757
477 112 802
477 785 2018
478 717 5169
480 918 6976
481 420 2653
482 200 8871
483 111 3912
483 220 2418
484 154 2686
484 412 4690
484 637 9761
485 506 1896
486 614 8389
489 377 2086
490 669 1353
491 15 3590
493 938 4880
494 249 3402
494 267 5806
494 489 8811
496 976 9280
497 208 2728
502 760 9062
503 717 37
505 657 5511
506 369 4708
507 417 4095
507 941 1145
508 192 107
510 873 5305
511 422 3727
518 150 1816
518 445 4896
520 233 9001
520 485 7048
522 122 7772
522 534 9995
526 300 923
526 406 7127
531 915 6671
532 920 6176
535 61 2925
535 280 9535
536 77 8869
540 178 3513
541 84 6805
541 199 1161
541 590 1762
541 773 7051
541 890 7658
541 903 6204
542 459 1506
542 616 3007
544 807 5955
544 842 5708
545 341 3194
545 738 8394
546 223 3243
547 994 6019
548 500 1094
551 79 4247
551 879 9896
552 178 4394
552 555 114
553 117 9391
553 256 4504
554 93 9642
554 133 8028
555 992 1072
556 13 2177
557 62 7216
558 176 786
559 472 5098
560 433 1545
560 760 8003
561 390 8729
561 564 882
564 261 8424
564 379 2008
564 799 7326
568 62 8263
568 415 14
569 92 2434
570 867 1263
570 988 5453
572 375 2275
572 821 9427
574 139 3753
576 176 2296
576 691 3727
579 688 5319
579 911 4031
580 414 8846
581 775 1043
582 751 2961
583 517 6830
585 788 1112
586 409 569
586 939 5619
587 788 5787
588 354 7490
589 233 6287
591 395 9039
592 262 7321
593 56 7726
597 424 9125
597 765 2296
597 818 2441
598 159 5903
600 631 7639
600 836 6965
601 712 4883
603 662 2580
603 672 2501
604 433 9056
604 861 2763
605 679 2535
607 733 7657
607 816 97
609 483 2302
610 168 9842
611 242 6125
613 404 3488
613 445 93
613 458 2493
614 170 3947
615 456 6266
615 954 8035
616 272 7688
617 163 5614
618 574 7807
619 36 9231
619 358 912
619 677 4438
620 107 6535
620 806 9462
624 90 6205
625 978 5732
628 201 1922
628 646 6331
631 370 685
636 119 2237
637 722 5059
639 188 1105
640 411 2478
641 355 2355
641 939 4970
642 643 35
642 800 8773
644 170 482
645 19 3967
645 225 2220
645 731 7195
646 392 8624
646 837 1237
647 100 3966
649 26 9447
649 429 9509
651 115 9360
651 235 8059
651 739 7765
652 284 1893
652 614 9752
653 350 9010
654 651 7142
656 274 7685
656 627 3844
657 872 1415
657 997 2767
658 194 9901
660 472 8103
661 586 3384
662 500 1082
662 688 8437
663 267 6530
664 788 6468
666 80 159
667 364 4489
668 755 2020
669 499 2547
672 720 7447
674 386 2016
675 696 1469
676 315 3276
676 659 8429
676 850 8458
677 185 6897
677 318 5052
680 43 4440
680 419 3577
682 778 3223
683 232 5661
683 468 7860
684 540 3508
685 381 6593
685 483 4796
686 248 8318
687 265 1900
688 412 5963
690 790 3764
690 879 8780
693 283 1910
695 90 704
695 260 5290
695 939 8673
696 229 859
697 625 1427
697 722 9267
698 257 4270
699 138 6267
699 756 3585
700 342 6777
700 911 2524
701 135 4189
701 521 8317
702 762 4651
703 530 7526
705 918 4705
707 767 860
707 893 8887
710 268 6850
712 310 3703
712 338 1719
712 353 5728
713 626 8152
713 728 7665
714 187 2318
714 746 4050
714 774 9792
715 79 1279
715 932 2078
716 87 9447
716 203 9224
716 663 3525
719 211 6587
720 734 4976
720 778 947
722 653 979
723 902 7390
725 992 7726
726 162 4656
726 168 1235
726 866 1249
727 460 9222
728 289 6636
729 794 9822
730 643 781
731 910 6936
733 203 2922
734 99 7191
735 29 1572
735 306 521
735 689 8744
735 700 4994
735 825 9198
736 69 932
736 912 5405
737 982 7819
739 263 3704
739 829 3655
744 782 2018
745 331 3225
746 437 7075
746 978 6763
747 7 7499
747 66 1912
747 309 97
747 402 557
747 764 7221
749 249 1423
750 253 4954
750 649 8747
750 685 9014
750 771 3847
750 876 1956
750 893 6429
751 410 4146
752 100 8218
752 246 6279
752 457 4098
752 985 5800
753 32 6494
753 577 6613
755 521 385
757 417 3067
760 110 4244
763 913 4098
764 165 8320
764 422 1595
766 174 1155
766 459 7615
767 158 5696
769 485 5587
770 673 8260
772 468 4518
772 689 3369
773 652 9937
774 856 1419
777 262 2846
781 196 6481
781 890 3802
784 59 5162
784 843 8013
787 16 6079
787 458 594
788 69 6659
788 981 437
789 51 4594
791 141 2965
791 596 7405
792 577 2148
793 108 4916
794 675 9895
795 527 9472
796 755 2176
798 431 9124
799 210 3433
800 742 8835
801 20 7854
801 465 8101
801 853 3467
803 106 2276
805 582 6113
806 479 9528
806 674 508
806 705 1739
806 800 9482
807 801 7859
808 816 5086
809 48 2261
809 845 7661
810 70 5325
811 935 650
812 887 7896
814 504 6221
815 688 3273
817 876 4003
818 658 398
818 795 9372
818 848 5574
818 949 6717
820 938 2756
821 379 8770
822 614 8310
822 624 4030
823 625 5532
825 963 685
826 196 9574
827 600 1588
828 425 6991
829 539 9788
829 587 6877
830 57 3081
830 508 3886
831 138 1147
831 917 9469
834 988 2910
835 449 6079
836 318 5165
837 173 616
837 685 2223
837 838 9987
838 693 5153
838 930 8003
839 535 7492
839 693 7719
839 954 3853
841 38 1048
841 728 8276
841 850 6243
841 978 8704
842 340 5918
842 430 5028
842 546 179
843 266 9087
844 314 8535
844 841 2880
845 841 7005
846 510 9416
847 924 3177
848 967 5303
849 528 9450
852 579 8956
853 152 9190
853 545 4456
855 21 3354
855 119 1311
856 675 6717
857 43 6327
857 549 5693
858 397 5481
860 325 3891
860 365 3399
861 9 242
862 505 6952
863 243 6548
863 302 4169
863 636 1257
864 820 6613
864 935 9673
865 385 6773
868 89 9299
869 17 2482
874 768 2814
876 614 4460
878 213 8982
879 142 4928
879 689 2822
881 281 6456
882 85 6740
882 369 1132
883 262 7380
883 350 2929
883 403 9926
884 563 2086
884 861 3711
884 973 939
885 617 8223
885 661 2094
886 175 4699
886 202 8854
886 319 3854
887 39 1525
887 260 7850
887 450 5499
888 564 2841
888 846 5707
889 95 89
892 728 760
893 483 3214
894 48 7266
894 236 26
895 50 7744
897 652 8741
897 780 9898
898 690 4406
899 748 9652
900 917 1856
901 619 5178
901 665 9482
902 381 2080
903 223 4823
903 512 2672
905 835 9460
906 76 5272
906 158 2923
906 368 7795
906 534 7987
906 814 8081
906 819 984
907 628 7857
909 607 4760
909 722 3959
910 195 9341
913 640 4241
915 581 3544
917 383 2766
917 957 3073
918 466 2792
919 460 2832
919 719 8367
920 319 6329
924 93 6008
925 391 2566
925 995 1989
926 72 5517
926 688 7281
927 55 8710
927 254 3792
928 638 969
929 582 3317
933 124 1286
933 238 5692
934 175 5391
934 607 2340
934 770 1093
935 700 2096
936 509 5840
936 814 7066
938 919 2853
938 941 3659
939 289 1562
940 881 9088
942 224 6054
943 125 3594
944 69 4316
944 80 9675
945 523 5899
949 60 5674
952 405 5310
952 501 2905
954 377 4425
954 722 4190
955 256 138
955 843 5750
955 991 2179
956 4 3655
957 622 3853
958 193 9213
959 50 4879
960 174 5992
961 262 2652
961 502 7155
961 787 8444
963 582 5540
964 275 3390
965 482 9373
965 963 6714
966 182 1964
966 260 1857
966 408 3430
966 505 1902
968 46 8563
968 235 3935
968 434 1615
968 660 2181
969 33 9155
969 340 3418
969 621 4353
970 247 2072
971 365 972
974 262 1162
974 306 6451
974 730 8487
975 979 3684
976 845 492
978 28 9656
979 147 411
979 813 6235
980 974 2466
981 627 4284
985 713 6485
987 383 5524
988 205 6574
988 493 5860
991 285 1940
991 469 6117
992 489 1925
993 411 7224
995 829 8691
997 576 5956
