100 1
24 51 13
24 57 37
24 78 34
24 83 14
24 99 51
25 2 76
25 7 22
25 17 97
25 41 27
25 46 49
25 48 62
25 53 18
25 73 4
25 86 95
25 96 83
25 98 88
26 9 50
26 12 54
26 18 85
26 23 48
26 32 61
26 38 21
26 39 28
26 79 46
26 81 20
26 93 44
27 4 85
27 31 55
27 41 72
27 44 38
27 55 26
27 92 71
27 98 27
28 6 80
28 9 52
28 30 87
28 35 40
28 50 9
28 63 46
28 75 80
29 1 43
29 7 79
29 15 96
29 69 74
29 78 38
29 89 62
30 0 100
30 13 57
30 17 66
30 19 24
30 20 85
30 38 45
30 42 70
30 60 41
30 72 20
30 75 7
30 76 54
30 83 67
30 85 92
31 6 46
31 7 49
31 14 56
31 15 92
31 19 59
31 30 100
31 48 6
31 52 10
31 54 93
31 55 82
31 69 23
31 78 69
31 97 35
31 99 66
32 5 90
32 6 66
32 21 34
32 26 80
32 28 96
32 33 90
32 35 24
32 36 52
32 40 41
32 42 61
32 43 83
32 57 69
32 81 13
32 92 29
33 5 70
33 8 6
33 17 49
33 23 62
33 31 45
33 42 94
33 60 63
33 66 15
33 74 76
33 87 89
33 94 88
33 96 96
33 99 34
34 8 27
34 15 29
34 25 50
34 27 50
34 53 38
34 62 53
34 69 16
34 89 79
34 90 74
34 92 11
34 93 65
35 9 68
35 22 8
35 26 77
35 28 57
35 29 35
35 30 71
35 33 42
35 53 99
35 69 61
35 73 61
35 76 65
35 81 71
35 83 29
36 0 87
36 3 37
36 5 51
36 13 19
36 24 17
36 26 58
36 35 64
36 41 29
36 42 28
36 49 58
36 66 93
36 68 21
36 72 69
36 76 53
36 80 78
36 84 16
36 93 96
36 98 69
37 3 49
37 16 1
37 41 83
37 68 63
37 70 12
37 93 2
38 6 48
38 11 51
38 19 98
38 26 51
38 28 10
38 48 68
38 66 45
38 75 35
38 96 37
39 0 51
39 5 70
39 11 4
39 12 52
39 15 93
39 18 91
39 43 40
39 65 81
39 97 28
40 14 3
40 24 62
40 33 45
40 65 15
40 74 12
40 92 22
40 95 19
40 99 20
41 11 10
41 17 46
41 37 21
41 38 19
41 40 74
41 54 55
41 55 3
41 58 27
41 62 95
41 76 91
41 98 58
42 9 1
42 11 63
42 18 57
42 26 42
42 41 58
42 45 73
42 49 99
42 50 60
42 53 2
42 69 82
42 72 40
42 99 46
43 17 39
43 24 21
43 25 63
43 31 94
43 40 99
43 48 22
43 67 27
43 75 41
43 86 4
44 7 37
44 13 42
44 18 70
44 29 29
44 35 8
44 42 52
44 49 36
44 65 18
44 81 99
44 88 88
44 90 85
45 4 51
45 10 71
45 16 67
45 42 6
45 47 26
45 57 51
45 78 85
45 82 35
46 2 78
46 6 63
46 13 69
46 17 68
46 23 56
46 27 7
46 49 97
46 77 85
46 85 71
46 87 40
46 89 12
46 96 36
47 0 73
47 21 27
47 24 80
47 31 95
47 49 28
47 65 63
47 70 17
47 75 27
47 80 15
47 97 32
48 13 80
48 19 7
48 24 6
48 28 65
48 29 1
48 46 51
48 49 72
48 60 84
48 61 72
48 75 83
48 77 27
48 83 17
48 86 49
48 92 4
49 2 96
49 3 68
49 19 77
49 32 81
49 33 34
49 38 95
49 65 22
49 66 31
49 70 35
49 83 79
49 86 67
50 6 70
50 13 71
50 45 13
50 69 90
50 71 60
50 84 6
51 2 91
51 3 26
51 5 47
51 11 44
51 18 41
51 43 58
51 67 39
51 77 23
51 81 42
52 12 20
52 16 95
52 28 23
52 35 93
52 37 86
52 41 40
52 44 44
52 56 28
52 74 38
52 83 12
52 89 82
52 91 9
52 97 28
53 8 80
53 12 90
53 22 30
53 29 78
53 34 34
53 46 26
53 58 84
53 70 72
53 83 31
53 86 42
53 92 97
53 99 84
54 1 39
54 4 42
54 20 36
54 24 46
54 31 81
54 33 42
54 73 97
54 87 41
54 92 95
54 96 46
55 1 98
55 5 41
55 8 87
55 11 93
55 26 77
55 38 85
55 50 38
55 56 52
55 78 94
55 94 53
56 17 44
56 20 65
56 23 1
56 24 17
56 40 33
56 42 10
56 44 27
56 51 4
56 62 43
56 75 67
57 32 15
57 55 36
57 64 82
57 84 89
57 87 72
57 95 83
58 6 94
58 11 54
58 19 28
58 43 14
58 80 28
58 86 94
58 89 12
58 91 30
58 92 23
58 96 40
58 99 55
59 3 89
59 7 39
59 12 85
59 27 64
59 29 92
59 68 27
59 75 58
59 85 34
60 1 53
60 2 15
60 8 98
60 18 66
60 41 82
60 61 96
60 70 54
60 71 77
60 82 43
61 0 80
61 24 69
61 27 25
61 33 7
61 39 3
61 50 15
61 63 95
61 69 71
61 85 32
62 45 9
62 52 17
62 71 86
62 86 43
63 30 60
63 32 8
63 39 38
63 46 54
63 52 43
63 80 34
63 87 73
64 13 47
64 18 57
64 88 31
64 94 68
64 96 76
65 25 18
65 27 72
65 47 67
65 49 51
65 51 46
65 62 12
65 67 72
65 82 80
65 87 68
65 92 30
65 94 52
65 99 79
66 3 96
66 22 89
66 32 94
66 39 59
66 52 34
66 86 41
67 2 43
67 6 3
67 8 69
67 22 82
67 25 89
67 66 75
67 71 75
67 90 72
67 98 29
68 4 87
68 6 1
68 36 45
68 39 71
68 48 2
68 83 75
68 87 35
68 89 57
68 92 43
68 98 89
68 99 37
69 15 58
69 24 40
69 59 90
69 87 18
69 88 32
69 99 27
70 11 63
70 19 81
70 30 61
70 32 20
70 36 12
70 49 4
70 64 4
70 68 39
70 77 41
70 99 80
71 0 20
71 3 11
71 6 85
71 24 65
71 38 1
71 53 88
71 79 70
71 91 78
71 95 50
72 6 36
72 28 59
72 39 75
72 44 25
72 47 97
72 57 11
72 61 27
72 73 60
72 85 60
72 94 63
73 8 2
73 10 93
73 22 15
73 30 61
73 35 35
73 62 3
73 74 75
73 92 43
73 95 52
74 20 49
74 32 41
74 45 54
74 55 99
74 58 21
74 79 27
74 83 93
75 14 6
75 26 57
75 45 75
75 65 80
75 79 92
75 83 25
75 86 68
76 8 22
76 14 67
76 18 15
76 28 50
76 50 59
76 54 45
76 70 78
76 82 50
76 89 88
77 2 20
77 16 14
77 17 46
77 28 80
77 33 18
77 37 89
77 63 63
78 3 77
78 21 26
78 45 99
78 48 71
78 72 48
78 76 68
78 85 36
78 89 43
79 2 92
79 8 50
79 22 50
79 40 82
79 90 4
80 0 70
80 34 17
80 43 21
80 44 68
80 54 53
80 60 35
80 67 5
80 68 26
80 74 16
80 78 67
80 81 16
80 92 24
80 98 40
81 19 87
81 22 23
81 36 79
81 39 10
81 44 52
81 51 35
81 60 68
81 71 96
81 93 88
82 4 54
82 7 84
82 19 44
82 28 19
82 31 1
82 43 89
82 62 84
82 79 48
82 85 96
83 4 79
83 7 34
83 10 50
83 12 90
83 30 66
83 42 6
83 44 63
83 74 32
83 85 19
83 95 31
84 5 98
84 9 11
84 21 13
84 23 12
84 25 30
84 39 79
84 48 95
84 94 8
84 95 67
85 1 55
85 13 3
85 19 97
85 23 1
85 73 1
85 86 15
86 5 97
86 6 66
86 11 33
86 13 83
86 14 62
86 16 18
86 32 32
86 46 89
86 59 38
86 73 24
87 8 64
87 61 17
87 62 11
87 67 12
87 79 51
87 89 22
87 92 92
87 93 21
88 9 65
88 22 41
88 23 36
88 30 13
88 31 100
88 34 20
88 40 27
88 48 20
88 68 89
88 75 16
88 82 27
89 5 15
89 12 21
89 44 28
89 47 24
89 62 3
89 70 87
89 74 82
90 11 41
90 18 67
90 37 9
90 38 43
90 49 91
90 50 44
90 52 8
90 71 52
90 75 35
90 82 60
90 99 99
91 2 3
91 3 46
91 18 28
91 19 10
91 20 9
91 23 44
91 50 83
91 57 86
91 59 4
91 65 12
91 84 18
91 89 50
92 0 11
92 1 32
92 4 29
92 30 37
92 31 92
92 33 74
92 41 6
92 48 1
92 62 85
92 68 69
92 71 81
92 80 13
92 87 77
92 94 91
92 96 87
92 97 95
93 39 10
93 78 31
93 88 9
94 22 46
94 44 47
94 65 56
94 67 6
94 70 5
94 72 15
94 81 67
94 86 22
94 97 64
94 98 51
95 2 17
95 6 85
95 12 46
95 46 42
95 50 34
95 70 74
95 75 66
95 76 90
95 80 46
95 84 88
95 92 30
96 2 87
96 10 87
96 12 82
96 23 17
96 24 20
96 28 28
96 29 55
96 35 75
96 41 27
96 57 95
96 82 45
96 89 77
97 1 80
97 6 27
97 13 44
97 14 59
97 19 35
97 26 13
97 32 82
97 41 4
97 42 69
97 56 43
97 78 35
97 79 42
97 82 73
98 4 48
98 6 83
98 32 44
98 34 98
98 37 80
98 46 96
98 52 55
98 66 19
98 87 57
98 96 80
99 3 65
99 8 7
99 21 52
99 27 85
99 36 70
99 40 35
99 60 61
99 77 80
99 85 17
99 88 85
99 93 65
