1000 1
421 315 293
422 809 954
426 9 903
426 102 708
426 592 566
427 68 534
430 107 289
430 201 607
430 256 529
431 104 353
432 64 708
432 734 174
432 984 744
433 536 567
434 343 192
437 34 970
438 394 531
439 347 51
439 651 909
440 25 102
440 78 935
440 314 397
440 437 915
440 625 597
440 901 366
447 265 812
448 620 161
450 996 245
452 839 823
453 110 194
453 424 862
453 891 423
455 878 997
459 760 641
461 191 578
463 37 205
463 513 786
463 802 204
464 862 429
466 163 893
466 473 477
467 112 376
467 228 602
468 0 978
468 278 556
468 359 711
468 850 578
469 105 10
469 267 609
469 686 350
471 913 210
473 30 167
473 169 107
473 603 601
475 957 850
477 561 360
477 641 324
477 852 179
478 213 926
479 210 542
480 560 330
480 805 955
481 58 218
481 971 895
483 36 283
483 242 637
485 613 607
485 930 822
487 60 885
488 639 124
490 190 657
492 118 963
493 769 398
494 18 689
494 716 15
495 904 369
496 613 337
497 837 877
498 145 848
498 468 577
499 680 246
500 706 515
501 112 247
501 969 309
502 26 823
503 511 31
503 865 519
505 439 89
505 586 96
506 52 256
507 59 805
508 408 83
509 823 284
511 519 571
514 49 853
515 987 649
516 374 209
518 543 711
518 764 634
520 342 178
522 257 472
522 696 153
525 977 258
527 827 442
528 142 790
528 967 66
529 216 410
529 456 847
530 740 336
531 62 565
531 737 310
533 452 937
533 966 123
534 25 409
534 365 337
536 517 992
536 666 541
537 480 977
537 755 940
539 735 766
540 90 672
540 974 600
541 206 938
544 710 568
547 335 658
548 766 265
550 657 446
551 596 431
551 850 511
553 190 575
553 355 974
556 775 466
560 130 953
560 566 84
560 706 947
561 445 779
563 582 41
564 292 373
564 517 616
564 915 682
565 330 688
565 864 165
565 910 360
566 117 298
566 138 753
566 406 625
566 725 751
567 415 873
570 928 292
571 17 852
571 451 932
572 193 962
572 238 480
572 366 79
573 9 735
574 244 620
575 103 363
575 837 59
576 250 522
576 391 487
576 404 116
577 715 480
578 831 836
579 647 385
579 920 667
581 0 388
581 569 902
581 660 42
582 64 261
585 877 205
586 520 32
587 751 338
588 375 314
589 234 184
590 34 167
590 71 417
590 117 945
591 37 188
591 107 347
591 222 268
592 789 65
594 200 287
594 349 314
597 460 61
597 547 92
597 840 67
598 153 536
598 554 374
600 268 403
600 749 852
601 159 74
601 492 454
603 4 518
603 217 807
603 407 960
605 70 811
605 308 921
606 52 914
606 435 942
607 340 425
608 452 980
608 613 347
608 860 730
609 150 990
609 279 214
609 395 590
614 100 267
614 951 828
615 67 803
615 748 504
615 828 293
616 319 937
617 568 257
617 682 987
617 949 984
619 283 186
624 466 757
625 225 958
627 585 630
629 692 325
631 295 975
632 464 361
632 955 735
633 53 378
633 135 621
633 997 495
634 370 988
634 696 666
634 697 657
635 609 972
636 471 659
636 506 343
638 816 948
638 850 80
639 39 751
639 943 241
640 53 726
640 961 157
641 829 294
641 838 42
642 407 631
642 575 665
643 650 922
647 325 815
648 881 621
649 83 972
649 926 992
650 296 954
653 358 152
653 365 438
653 509 923
654 96 488
654 312 569
656 514 769
656 615 424
657 7 354
657 914 424
657 927 241
658 370 257
658 569 114
658 598 563
659 758 194
660 657 29
660 812 823
661 765 554
663 62 256
663 512 329
663 951 269
666 749 91
669 192 386
669 607 796
670 864 393
670 924 950
672 150 915
676 308 879
677 173 510
677 214 492
678 911 163
679 581 503
680 366 351
680 678 682
682 967 134
686 496 24
688 68 518
691 31 913
691 991 635
692 565 855
693 102 425
695 330 982
697 249 763
699 703 111
699 795 668
701 165 615
702 199 23
702 287 193
702 677 633
702 831 580
703 458 913
704 294 46
704 319 757
705 317 684
705 461 27
706 113 634
706 845 844
707 261 160
707 284 9
707 889 468
709 125 833
709 185 465
710 443 570
712 720 547
714 531 761
715 244 695
715 968 258
716 289 131
717 940 478
721 16 461
722 649 149
722 872 771
724 232 11
725 96 968
725 138 363
725 637 322
726 234 605
727 849 129
731 191 57
732 731 538
734 560 699
734 702 293
738 696 752
739 534 692
740 210 24
741 682 83
743 181 423
743 343 920
744 20 662
744 805 938
745 830 425
745 992 493
747 386 485
747 611 102
748 58 81
750 707 812
752 26 822
752 644 572
754 701 158
755 567 690
758 718 560
759 576 34
765 866 133
767 192 22
767 254 973
767 272 576
767 876 692
768 305 860
768 657 721
768 714 148
768 777 211
769 189 447
770 78 936
770 174 731
770 341 388
771 491 64
771 532 673
772 838 36
778 388 757
778 759 146
779 43 582
779 359 649
781 958 315
784 366 62
784 753 930
785 10 275
785 335 80
786 764 542
790 700 53
791 259 519
791 432 154
791 682 328
792 468 999
792 507 146
793 112 282
793 523 85
795 755 817
795 868 764
795 952 625
796 132 424
796 981 102
797 738 289
801 409 653
802 90 560
803 956 715
806 136 988
807 958 817
808 508 516
809 770 782
810 135 149
811 255 903
811 963 552
813 49 767
813 496 329
814 153 631
815 960 754
816 114 46
817 511 254
817 925 759
818 207 34
818 875 798
820 520 331
822 722 193
823 866 136
824 920 673
825 455 117
825 733 878
826 264 172
827 355 63
830 446 549
830 848 407
831 866 711
832 340 767
835 262 550
840 234 575
842 901 273
843 906 267
843 980 342
847 141 968
847 189 570
847 808 841
848 981 518
849 354 668
851 981 283
852 258 21
852 607 127
852 991 214
853 595 26
855 696 680
858 549 536
859 50 594
859 242 901
860 754 320
860 988 387
861 704 56
862 223 651
863 421 153
863 973 152
865 178 616
866 103 722
866 691 762
867 404 550
868 307 892
869 172 290
871 511 270
873 474 843
875 437 376
876 247 505
876 681 166
878 240 939
878 287 213
878 703 161
879 976 274
880 613 665
881 359 688
883 87 343
883 677 957
885 584 133
886 337 271
887 618 529
887 934 856
887 966 62
888 351 156
888 569 40
889 49 247
890 75 141
891 236 127
893 186 613
895 216 344
896 131 693
896 454 916
896 698 76
897 43 97
897 668 43
898 38 596
903 432 296
903 927 682
904 728 368
905 917 406
908 377 374
908 719 707
910 475 550
912 900 471
915 729 717
916 246 912
916 271 508
920 475 78
921 247 503
923 63 302
924 669 728
926 444 61
927 631 192
928 72 449
928 463 921
928 731 574
929 5 20
929 205 901
930 396 895
931 444 241
931 736 740
933 256 969
937 286 446
939 955 820
941 187 144
942 467 307
942 962 759
944 905 165
945 735 303
947 436 306
948 182 339
948 827 327
949 155 339
949 561 380
952 266 13
952 736 646
953 835 878
954 256 347
954 741 119
954 783 165
955 44 72
955 358 900
956 803 357
957 347 568
957 834 242
958 522 459
959 929 728
960 508 146
960 804 178
961 31 527
962 537 323
962 651 450
963 887 636
963 901 164
964 367 715
965 914 694
967 115 897
971 529 493
971 722 130
972 736 436
972 780 993
974 612 129
977 796 927
979 750 242
980 397 992
980 457 418
982 88 551
982 93 25
984 603 481
986 829 874
987 250 859
989 3 620
989 317 456
990 65 677
990 528 131
990 832 282
993 762 516
994 989 377
996 594 151
996 862 976
997 71 402
997 130 864
998 706 736
999 208 433
999 509 227
999 861 762
