100 1
44 56 9
45 12 9
45 31 2
45 79 8
45 84 10
46 15 1
46 32 10
46 52 6
47 26 6
47 45 3
47 51 7
47 65 7
48 26 10
48 45 5
48 84 9
48 92 4
49 73 3
49 83 9
49 86 3
49 95 10
50 2 3
50 26 7
50 66 4
50 88 1
51 49 3
51 83 10
52 5 5
52 22 6
52 23 3
52 37 1
52 46 6
52 82 10
53 1 1
53 3 8
53 19 10
53 59 6
53 62 7
53 88 5
53 97 5
54 4 3
54 38 7
54 44 2
54 45 7
54 52 10
55 19 7
55 42 9
56 7 4
56 11 4
56 25 10
56 38 6
56 65 3
56 72 8
56 80 2
57 9 6
57 12 8
57 25 8
57 73 6
58 31 1
58 32 5
58 50 6
58 93 6
59 21 2
59 34 7
59 45 2
59 65 3
60 9 10
60 19 6
60 38 9
60 75 1
60 78 9
61 20 7
61 67 2
62 13 1
62 35 3
62 48 3
62 81 6
62 88 6
62 98 7
63 3 1
63 24 6
64 23 9
64 41 8
64 57 9
64 82 5
64 96 7
65 63 3
65 83 5
65 96 5
66 3 3
66 14 7
66 22 2
66 46 10
66 48 8
66 49 3
67 0 9
67 7 10
67 36 8
67 55 6
67 98 3
67 99 1
68 74 8
68 77 6
68 92 8
69 2 3
69 21 5
69 30 8
69 31 7
69 41 6
69 89 6
70 1 3
70 49 6
71 1 1
71 52 5
71 91 4
71 98 6
72 23 10
72 42 4
72 61 3
72 82 4
72 99 4
73 27 9
73 30 6
73 32 8
73 44 9
73 75 5
73 81 7
73 84 6
73 92 5
74 13 2
74 21 4
74 51 3
74 78 3
74 82 8
74 87 7
75 5 9
75 21 4
75 43 1
75 64 6
75 69 10
75 80 3
75 81 7
75 94 8
76 22 8
77 34 1
77 63 8
77 72 9
77 82 5
77 84 3
78 12 6
78 25 5
78 31 8
79 29 6
79 30 6
79 40 10
79 47 9
79 54 2
79 67 4
79 72 9
80 56 7
80 67 3
80 90 6
80 94 6
80 95 9
81 39 10
81 44 1
81 51 8
81 98 3
82 1 8
82 24 5
82 31 4
82 38 10
82 45 4
83 0 2
83 19 10
83 31 9
83 38 3
83 63 8
83 66 4
83 69 9
84 4 7
84 11 5
84 17 9
84 21 8
84 94 1
85 40 1
85 52 7
85 61 6
85 69 10
85 73 10
85 74 10
85 83 8
86 19 5
86 53 8
86 67 6
87 1 6
87 3 5
87 22 7
87 92 8
88 21 1
88 38 9
88 48 8
88 49 1
88 56 9
88 71 1
88 91 9
89 14 5
89 22 3
89 42 9
89 44 7
89 45 9
89 66 10
89 84 4
89 93 6
90 19 3
90 22 5
90 33 2
90 57 5
90 58 5
91 13 8
91 15 8
91 17 2
91 68 5
92 0 1
92 6 1
92 11 9
92 13 2
92 60 6
92 71 10
93 14 10
93 18 5
93 30 3
93 35 8
93 43 5
93 56 7
93 58 1
93 85 1
93 86 8
95 29 6
95 35 9
95 38 6
95 42 8
95 62 1
95 71 3
95 79 1
96 25 7
96 38 8
96 57 7
97 9 5
97 11 6
97 34 7
97 45 2
97 73 3
97 86 1
97 99 1
98 22 1
98 59 9
98 76 1
99 90 6
99 93 3
